astClass,versionMajor,versionMinor,versionMicro,base,field,_attribute,deprecated,base_typing_TypeAlias,fieldRename,typeC,typeStub,type_field_type,typeStub_typing_TypeAlias,list2Sequence,defaultValue__dict__,defaultValue,keywordArguments,kwargAnnotation,keywordArgumentsDefaultValue
List,3,10,11,expr,,end_lineno,,,,,int | None,,,False,,,,,
List,3,10,11,expr,,end_col_offset,,,,,int | None,,,False,,,,,
ListComp,3,10,11,expr,elt,,,,,expr,expr,,,False,,,,,
ListComp,3,10,11,expr,generators,,,,,list(comprehension),list[comprehension],,,False,,,,,
ListComp,3,10,11,expr,,lineno,,,,,int,,,False,,,,,
ListComp,3,10,11,expr,,col_offset,,,,,int,,,False,,,,,
ListComp,3,10,11,expr,,end_lineno,,,,,int | None,,,False,,,,,
ListComp,3,10,11,expr,,end_col_offset,,,,,int | None,,,False,,,,,
Load,3,10,11,expr_context,,,,,,,,,,False,,,,,
Lt,3,10,11,cmpop,,,,,,,,,,False,,,,,
LtE,3,10,11,cmpop,,,,,,,,,,False,,,,,
MatMult,3,10,11,operator,,,,,,,,,,False,,,,,
Match,3,10,11,stmt,subject,,,,,expr,expr,,,False,,,,,
Match,3,10,11,stmt,cases,,,,,list(match_case),list[match_case],,,False,,,,,
Match,3,10,11,stmt,,lineno,,,,,int,,,False,,,,,
Match,3,10,11,stmt,,col_offset,,,,,int,,,False,,,,,
Match,3,10,11,stmt,,end_lineno,,,,,int | None,,,False,,,,,
Match,3,10,11,stmt,,end_col_offset,,,,,int | None,,,False,,,,,
MatchAs,3,10,11,pattern,pattern,,,,,pattern | None,_Pattern | None,,,False,None,,,,
MatchAs,3,10,11,pattern,name,,,,,identifier | None,_Identifier | None,,,False,None,,,,
MatchAs,3,10,11,pattern,,lineno,,,,,int,,,False,,,,,
MatchAs,3,10,11,pattern,,col_offset,,,,,int,,,False,,,,,
MatchAs,3,10,11,pattern,,end_lineno,,,,,int | None,,,False,,,,,
MatchAs,3,10,11,pattern,,end_col_offset,,,,,int | None,,,False,,,,,
MatchClass,3,10,11,pattern,cls,,,,,expr,expr,,,False,,,,,
MatchClass,3,10,11,pattern,patterns,,,,,list(pattern),list[pattern],,,False,,,,,
MatchClass,3,10,11,pattern,kwd_attrs,,,,,list(identifier),list[_Identifier],,,False,,,,,
MatchClass,3,10,11,pattern,kwd_patterns,,,,,list(pattern),list[pattern],,,False,,,,,
MatchClass,3,10,11,pattern,,lineno,,,,,int,,,False,,,,,
MatchClass,3,10,11,pattern,,col_offset,,,,,int,,,False,,,,,
MatchClass,3,10,11,pattern,,end_lineno,,,,,int | None,,,False,,,,,
MatchClass,3,10,11,pattern,,end_col_offset,,,,,int | None,,,False,,,,,
MatchMapping,3,10,11,pattern,keys,,,,,list(expr),list[expr],,,False,,,,,
MatchMapping,3,10,11,pattern,patterns,,,,,list(pattern),list[pattern],,,False,,,,,
MatchMapping,3,10,11,pattern,rest,,,,,identifier | None,_Identifier | None,,,False,None,,,,
MatchMapping,3,10,11,pattern,,lineno,,,,,int,,,False,,,,,
MatchMapping,3,10,11,pattern,,col_offset,,,,,int,,,False,,,,,
MatchMapping,3,10,11,pattern,,end_lineno,,,,,int | None,,,False,,,,,
MatchMapping,3,10,11,pattern,,end_col_offset,,,,,int | None,,,False,,,,,
MatchOr,3,10,11,pattern,patterns,,,,,list(pattern),list[pattern],,,False,,,,,
MatchOr,3,10,11,pattern,,lineno,,,,,int,,,False,,,,,
MatchOr,3,10,11,pattern,,col_offset,,,,,int,,,False,,,,,
MatchOr,3,10,11,pattern,,end_lineno,,,,,int | None,,,False,,,,,
MatchOr,3,10,11,pattern,,end_col_offset,,,,,int | None,,,False,,,,,
MatchSequence,3,10,11,pattern,patterns,,,,,list(pattern),list[pattern],,,False,,,,,
MatchSequence,3,10,11,pattern,,lineno,,,,,int,,,False,,,,,
MatchSequence,3,10,11,pattern,,col_offset,,,,,int,,,False,,,,,
MatchSequence,3,10,11,pattern,,end_lineno,,,,,int | None,,,False,,,,,
MatchSequence,3,10,11,pattern,,end_col_offset,,,,,int | None,,,False,,,,,
MatchSingleton,3,10,11,pattern,value,,,,,constant,"Literal[True, False] | None",,,False,,,,,
MatchSingleton,3,10,11,pattern,,lineno,,,,,int,,,False,,,,,
MatchSingleton,3,10,11,pattern,,col_offset,,,,,int,,,False,,,,,
MatchSingleton,3,10,11,pattern,,end_lineno,,,,,int | None,,,False,,,,,
MatchSingleton,3,10,11,pattern,,end_col_offset,,,,,int | None,,,False,,,,,
MatchStar,3,10,11,pattern,name,,,,,identifier | None,_Identifier | None,,,False,None,,,,
MatchStar,3,10,11,pattern,,lineno,,,,,int,,,False,,,,,
MatchStar,3,10,11,pattern,,col_offset,,,,,int,,,False,,,,,
MatchStar,3,10,11,pattern,,end_lineno,,,,,int | None,,,False,,,,,
MatchStar,3,10,11,pattern,,end_col_offset,,,,,int | None,,,False,,,,,
MatchValue,3,10,11,pattern,value,,,,,expr,expr,,,False,,,,,
MatchValue,3,10,11,pattern,,lineno,,,,,int,,,False,,,,,
MatchValue,3,10,11,pattern,,col_offset,,,,,int,,,False,,,,,
MatchValue,3,10,11,pattern,,end_lineno,,,,,int | None,,,False,,,,,
MatchValue,3,10,11,pattern,,end_col_offset,,,,,int | None,,,False,,,,,
Mod,3,10,11,operator,,,,,,,,,,False,,,,,
Module,3,10,11,mod,body,,,,,list(stmt),list[stmt],,,False,,,,,
Module,3,10,11,mod,type_ignores,,,,,list(type_ignore),list[TypeIgnore],,,False,,[],,,
Mult,3,10,11,operator,,,,,,,,,,False,,,,,
Name,3,10,11,expr,id,,,,,identifier,_Identifier,,,False,,,,,
Name,3,10,11,expr,ctx,,,,context,expr_context,expr_context,,,False,,,,,
Name,3,10,11,expr,,lineno,,,,,int,,,False,,,,,
Name,3,10,11,expr,,col_offset,,,,,int,,,False,,,,,
Name,3,10,11,expr,,end_lineno,,,,,int | None,,,False,,,,,
Name,3,10,11,expr,,end_col_offset,,,,,int | None,,,False,,,,,
NameConstant,3,10,11,Constant,value,,deprecated,,,,,,,False,,,,,
NameConstant,3,10,11,Constant,kind,,deprecated,,,,,,,False,,,,,
NameConstant,3,10,11,Constant,,lineno,deprecated,,,,int,,,False,,,,,
NameConstant,3,10,11,Constant,,col_offset,deprecated,,,,int,,,False,,,,,
NameConstant,3,10,11,Constant,,end_lineno,deprecated,,,,int | None,,,False,,,,,
NameConstant,3,10,11,Constant,,end_col_offset,deprecated,,,,int | None,,,False,,,,,
NamedExpr,3,10,11,expr,target,,,,,expr,Name,,,False,,,,,
NamedExpr,3,10,11,expr,value,,,,,expr,expr,,,False,,,,,
NamedExpr,3,10,11,expr,,lineno,,,,,int,,,False,,,,,
NamedExpr,3,10,11,expr,,col_offset,,,,,int,,,False,,,,,
NamedExpr,3,10,11,expr,,end_lineno,,,,,int | None,,,False,,,,,
NamedExpr,3,10,11,expr,,end_col_offset,,,,,int | None,,,False,,,,,
Nonlocal,3,10,11,stmt,names,,,,,list(identifier),list[_Identifier],,,False,,,,,
Nonlocal,3,10,11,stmt,,lineno,,,,,int,,,False,,,,,
Nonlocal,3,10,11,stmt,,col_offset,,,,,int,,,False,,,,,
Nonlocal,3,10,11,stmt,,end_lineno,,,,,int | None,,,False,,,,,
Nonlocal,3,10,11,stmt,,end_col_offset,,,,,int | None,,,False,,,,,
Not,3,10,11,unaryop,,,,,,,,,,False,,,,,
NotEq,3,10,11,cmpop,,,,,,,,,,False,,,,,
NotIn,3,10,11,cmpop,,,,,,,,,,False,,,,,
Num,3,10,11,Constant,n,,deprecated,,,,,,,False,,,,,
Num,3,10,11,Constant,,lineno,deprecated,,,,int,,,False,,,,,
Num,3,10,11,Constant,,col_offset,deprecated,,,,int,,,False,,,,,
Num,3,10,11,Constant,,end_lineno,deprecated,,,,int | None,,,False,,,,,
Num,3,10,11,Constant,,end_col_offset,deprecated,,,,int | None,,,False,,,,,
Or,3,10,11,boolop,,,,,,,,,,False,,,,,
Param,3,10,11,expr_context,,,deprecated,,,,,,,False,,,,,
Pass,3,10,11,stmt,,lineno,,,,,int,,,False,,,,,
Pass,3,10,11,stmt,,col_offset,,,,,int,,,False,,,,,
Pass,3,10,11,stmt,,end_lineno,,,,,int | None,,,False,,,,,
Pass,3,10,11,stmt,,end_col_offset,,,,,int | None,,,False,,,,,
Pow,3,10,11,operator,,,,,,,,,,False,,,,,
RShift,3,10,11,operator,,,,,,,,,,False,,,,,
Raise,3,10,11,stmt,exc,,,,,expr | None,expr | None,,,False,None,,,,
Raise,3,10,11,stmt,cause,,,,,expr | None,expr | None,,,False,None,,,,
Raise,3,10,11,stmt,,lineno,,,,,int,,,False,,,,,
Raise,3,10,11,stmt,,col_offset,,,,,int,,,False,,,,,
Raise,3,10,11,stmt,,end_lineno,,,,,int | None,,,False,,,,,
Raise,3,10,11,stmt,,end_col_offset,,,,,int | None,,,False,,,,,
Return,3,10,11,stmt,value,,,,,expr | None,expr | None,,,False,None,,,,
Return,3,10,11,stmt,,lineno,,,,,int,,,False,,,,,
Return,3,10,11,stmt,,col_offset,,,,,int,,,False,,,,,
Return,3,10,11,stmt,,end_lineno,,,,,int | None,,,False,,,,,
Return,3,10,11,stmt,,end_col_offset,,,,,int | None,,,False,,,,,
Set,3,10,11,expr,elts,,,,,list(expr),list[expr],,,False,,,,,
Set,3,10,11,expr,,lineno,,,,,int,,,False,,,,,
Set,3,10,11,expr,,col_offset,,,,,int,,,False,,,,,
Set,3,10,11,expr,,end_lineno,,,,,int | None,,,False,,,,,
Set,3,10,11,expr,,end_col_offset,,,,,int | None,,,False,,,,,
SetComp,3,10,11,expr,elt,,,,,expr,expr,,,False,,,,,
SetComp,3,10,11,expr,generators,,,,,list(comprehension),list[comprehension],,,False,,,,,
SetComp,3,10,11,expr,,lineno,,,,,int,,,False,,,,,
SetComp,3,10,11,expr,,col_offset,,,,,int,,,False,,,,,
SetComp,3,10,11,expr,,end_lineno,,,,,int | None,,,False,,,,,
SetComp,3,10,11,expr,,end_col_offset,,,,,int | None,,,False,,,,,
Slice,3,10,11,expr,lower,,,,,expr | None,expr | None,,,False,None,,,,
Slice,3,10,11,expr,upper,,,,,expr | None,expr | None,,,False,None,,,,
Slice,3,10,11,expr,step,,,,,expr | None,expr | None,,,False,None,,,,
Slice,3,10,11,expr,,lineno,,,,,int,,,False,,,,,
Slice,3,10,11,expr,,col_offset,,,,,int,,,False,,,,,
Slice,3,10,11,expr,,end_lineno,,,,,int | None,,,False,,,,,
Slice,3,10,11,expr,,end_col_offset,,,,,int | None,,,False,,,,,
Starred,3,10,11,expr,value,,,,,expr,expr,,,False,,,,,
Starred,3,10,11,expr,ctx,,,,context,expr_context,expr_context,,,False,,,,,
Starred,3,10,11,expr,,lineno,,,,,int,,,False,,,,,
Starred,3,10,11,expr,,col_offset,,,,,int,,,False,,,,,
Starred,3,10,11,expr,,end_lineno,,,,,int | None,,,False,,,,,
Starred,3,10,11,expr,,end_col_offset,,,,,int | None,,,False,,,,,
Store,3,10,11,expr_context,,,,,,,,,,False,,,,,
Str,3,10,11,Constant,s,,deprecated,,,,str,,,False,,,,,
Str,3,10,11,Constant,,lineno,deprecated,,,,int,,,False,,,,,
Str,3,10,11,Constant,,col_offset,deprecated,,,,int,,,False,,,,,
Str,3,10,11,Constant,,end_lineno,deprecated,,,,int | None,,,False,,,,,
Str,3,10,11,Constant,,end_col_offset,deprecated,,,,int | None,,,False,,,,,
Sub,3,10,11,operator,,,,,,,,,,False,,,,,
Subscript,3,10,11,expr,value,,,,,expr,expr,,,False,,,,,
Subscript,3,10,11,expr,slice,,,,,expr,_Slice,,,False,,,,,
Subscript,3,10,11,expr,ctx,,,,context,expr_context,expr_context,,,False,,,,,
Subscript,3,10,11,expr,,lineno,,,,,int,,,False,,,,,
Subscript,3,10,11,expr,,col_offset,,,,,int,,,False,,,,,
Subscript,3,10,11,expr,,end_lineno,,,,,int | None,,,False,,,,,
Subscript,3,10,11,expr,,end_col_offset,,,,,int | None,,,False,,,,,
Suite,3,10,11,mod,,,deprecated,,,,,,,False,,,,,
Try,3,10,11,stmt,body,,,,,list(stmt),list[stmt],,,False,,,,,
Try,3,10,11,stmt,handlers,,,,,list(excepthandler),list[ExceptHandler],,,False,,,,,
Try,3,10,11,stmt,orelse,,,,orElse,list(stmt),list[stmt],,,False,,,,,
Try,3,10,11,stmt,finalbody,,,,,list(stmt),list[stmt],,,False,,[],,,
Try,3,10,11,stmt,,lineno,,,,,int,,,False,,,,,
Try,3,10,11,stmt,,col_offset,,,,,int,,,False,,,,,
Try,3,10,11,stmt,,end_lineno,,,,,int | None,,,False,,,,,
Try,3,10,11,stmt,,end_col_offset,,,,,int | None,,,False,,,,,
Tuple,3,10,11,expr,elts,,,,,list(expr),list[expr],,,False,,,,,
Tuple,3,10,11,expr,ctx,,,,context,expr_context,expr_context,,,False,,,,,
Tuple,3,10,11,expr,,lineno,,,,,int,,,False,,,,,
Tuple,3,10,11,expr,,col_offset,,,,,int,,,False,,,,,
Tuple,3,10,11,expr,,end_lineno,,,,,int | None,,,False,,,,,
Tuple,3,10,11,expr,,end_col_offset,,,,,int | None,,,False,,,,,
TypeIgnore,3,10,11,type_ignore,lineno,,,,,int,int,,,False,,,,,
TypeIgnore,3,10,11,type_ignore,tag,,,,,string,str,,,False,,,,,
UAdd,3,10,11,unaryop,,,,,,,,,,False,,,,,
USub,3,10,11,unaryop,,,,,,,,,,False,,,,,
UnaryOp,3,10,11,expr,op,,,,,unaryop,unaryop,,,False,,,,,
UnaryOp,3,10,11,expr,operand,,,,,expr,expr,,,False,,,,,
UnaryOp,3,10,11,expr,,lineno,,,,,int,,,False,,,,,
UnaryOp,3,10,11,expr,,col_offset,,,,,int,,,False,,,,,
UnaryOp,3,10,11,expr,,end_lineno,,,,,int | None,,,False,,,,,
UnaryOp,3,10,11,expr,,end_col_offset,,,,,int | None,,,False,,,,,
While,3,10,11,stmt,test,,,,,expr,expr,,,False,,,,,
While,3,10,11,stmt,body,,,,,list(stmt),list[stmt],,,False,,,,,
While,3,10,11,stmt,orelse,,,,orElse,list(stmt),list[stmt],,,False,,,,,
While,3,10,11,stmt,,lineno,,,,,int,,,False,,,,,
While,3,10,11,stmt,,col_offset,,,,,int,,,False,,,,,
While,3,10,11,stmt,,end_lineno,,,,,int | None,,,False,,,,,
While,3,10,11,stmt,,end_col_offset,,,,,int | None,,,False,,,,,
With,3,10,11,stmt,items,,,,,list(withitem),list[withitem],,,False,,,,,
With,3,10,11,stmt,body,,,,,list(stmt),list[stmt],,,False,,,,,
With,3,10,11,stmt,type_comment,,,,,string | None,str | None,,,False,None,,,,
With,3,10,11,stmt,,lineno,,,,,int,,,False,,,,,
With,3,10,11,stmt,,col_offset,,,,,int,,,False,,,,,
With,3,10,11,stmt,,end_lineno,,,,,int | None,,,False,,,,,
With,3,10,11,stmt,,end_col_offset,,,,,int | None,,,False,,,,,
Yield,3,10,11,expr,value,,,,,expr | None,expr | None,,,False,None,,,,
Yield,3,10,11,expr,,lineno,,,,,int,,,False,,,,,
Yield,3,10,11,expr,,col_offset,,,,,int,,,False,,,,,
Yield,3,10,11,expr,,end_lineno,,,,,int | None,,,False,,,,,
Yield,3,10,11,expr,,end_col_offset,,,,,int | None,,,False,,,,,
YieldFrom,3,10,11,expr,value,,,,,expr,expr,,,False,,,,,
YieldFrom,3,10,11,expr,,lineno,,,,,int,,,False,,,,,
YieldFrom,3,10,11,expr,,col_offset,,,,,int,,,False,,,,,
YieldFrom,3,10,11,expr,,end_lineno,,,,,int | None,,,False,,,,,
YieldFrom,3,10,11,expr,,end_col_offset,,,,,int | None,,,False,,,,,
alias,3,10,11,AST,name,,,,,identifier,str,,,False,,,,,
alias,3,10,11,AST,asname,,,,asName,identifier | None,_Identifier | None,,,False,None,,,,
alias,3,10,11,AST,,lineno,,,,,int,,,False,,,,,
alias,3,10,11,AST,,col_offset,,,,,int,,,False,,,,,
alias,3,10,11,AST,,end_lineno,,,,,int | None,,,False,None,,,,
alias,3,10,11,AST,,end_col_offset,,,,,int | None,,,False,None,,,,
arg,3,10,11,AST,arg,,,,,identifier,_Identifier,,,False,,,,,
arg,3,10,11,AST,annotation,,,,,expr | None,expr | None,,,False,None,,,,
arg,3,10,11,AST,type_comment,,,,,string | None,str | None,,,False,None,,,,
arg,3,10,11,AST,,lineno,,,,,int,,,False,,,,,
arg,3,10,11,AST,,col_offset,,,,,int,,,False,,,,,
arg,3,10,11,AST,,end_lineno,,,,,int | None,,,False,None,,,,
arg,3,10,11,AST,,end_col_offset,,,,,int | None,,,False,None,,,,
arguments,3,10,11,AST,posonlyargs,,,,,list(arg),list[arg],,,False,,[],,,
arguments,3,10,11,AST,args,,,,,list(arg),list[arg],,,False,,,,,
arguments,3,10,11,AST,vararg,,,,,arg | None,arg | None,,,False,None,,,,
arguments,3,10,11,AST,kwonlyargs,,,,,list(arg),list[arg],,,False,,[],,,
arguments,3,10,11,AST,kw_defaults,,,,,list(expr),list[expr | None],,,False,,[None],,,
arguments,3,10,11,AST,kwarg,,,,,arg | None,arg | None,,,False,None,,,,
arguments,3,10,11,AST,defaults,,,,,list(expr),list[expr],,,False,,[],,,
boolop,3,10,11,AST,,,,,,,,,,False,,,,,
cmpop,3,10,11,AST,,,,,,,,,,False,,,,,
comprehension,3,10,11,AST,target,,,,,expr,expr,,,False,,,,,
comprehension,3,10,11,AST,iter,,,,,expr,expr,,,False,,,,,
comprehension,3,10,11,AST,ifs,,,,,list(expr),list[expr],,,False,,,,,
comprehension,3,10,11,AST,is_async,,,,,int,int,,,False,,,,,
excepthandler,3,10,11,AST,,lineno,,,,,int,,,False,,,,,
excepthandler,3,10,11,AST,,col_offset,,,,,int,,,False,,,,,
excepthandler,3,10,11,AST,,end_lineno,,,,,int | None,,,False,None,,,,
excepthandler,3,10,11,AST,,end_col_offset,,,,,int | None,,,False,None,,,,
expr,3,10,11,AST,,lineno,,,,,int,,,False,,,,,
expr,3,10,11,AST,,col_offset,,,,,int,,,False,,,,,
expr,3,10,11,AST,,end_lineno,,,,,int | None,,,False,None,,,,
expr,3,10,11,AST,,end_col_offset,,,,,int | None,,,False,None,,,,
expr_context,3,10,11,AST,,,,,,,,,,False,,,,,
keyword,3,10,11,AST,arg,,,,,identifier | None,_Identifier | None,,,False,None,,,,
keyword,3,10,11,AST,value,,,,,expr,expr,,,False,,,,,
keyword,3,10,11,AST,,lineno,,,,,int,,,False,,,,,
keyword,3,10,11,AST,,col_offset,,,,,int,,,False,,,,,
keyword,3,10,11,AST,,end_lineno,,,,,int | None,,,False,None,,,,
keyword,3,10,11,AST,,end_col_offset,,,,,int | None,,,False,None,,,,
match_case,3,10,11,AST,pattern,,,,,pattern,_Pattern,,,False,,,,,
match_case,3,10,11,AST,guard,,,,,expr | None,expr | None,,,False,None,,,,
match_case,3,10,11,AST,body,,,,,list(stmt),list[stmt],,,False,,,,,
mod,3,10,11,AST,,,,,,,,,,False,,,,,
operator,3,10,11,AST,,,,,,,,,,False,,,,,
pattern,3,10,11,AST,,lineno,,,,,int,,,False,,,,,
pattern,3,10,11,AST,,col_offset,,,,,int,,,False,,,,,
pattern,3,10,11,AST,,end_lineno,,,,,int | None,,,False,,,,,
pattern,3,10,11,AST,,end_col_offset,,,,,int | None,,,False,,,,,
slice,3,10,11,AST,,,deprecated,,,,,,,False,,,,,
stmt,3,10,11,AST,,lineno,,,,,int,,,False,,,,,
stmt,3,10,11,AST,,col_offset,,,,,int,,,False,,,,,
stmt,3,10,11,AST,,end_lineno,,,,,int | None,,,False,None,,,,
stmt,3,10,11,AST,,end_col_offset,,,,,int | None,,,False,None,,,,
type_ignore,3,10,11,AST,,,,,,,,,,False,,,,,
unaryop,3,10,11,AST,,,,,,,,,,False,,,,,
withitem,3,10,11,AST,context_expr,,,,,expr,expr,,,False,,,,,
withitem,3,10,11,AST,optional_vars,,,,,expr | None,expr | None,,,False,None,,,,
